ID,R,G,B,Saturação,Claros,Escuros,Textura,Circularidade,ehBom
346,34,33,32,16.915049315940184,0,5853,17.91143652288262,0.8214464153079403,1
347,35,35,33,17.99917729329494,0,6775,18.274474194169102,0.8063812825743126,1
348,94,92,89,14.457364341085272,0,14,24.734900253436297,0.0016124272525544446,1
349,38,37,36,21.23540187771926,0,3974,20.487979561530135,0.8277202119525124,1
350,33,31,31,21.107628524046433,0,5635,16.504654673768517,0.844546373026157,1
351,99,98,96,13.545714285714286,0,30,34.614321089540326,0.0020011742284195217,1
352,53,51,47,25.84887326855489,0,2558,19.85171971651456,0.8148660620748333,1
353,35,34,34,11.799313402946646,0,6523,15.550370587003133,0.8289248761660359,1
354,103,101,98,14.616438356164384,0,13,30.47236642281442,0.001600698905354681,1
355,34,33,33,16.488237514152722,0,7421,16.94780514303108,0.8223487278881976,1
356,34,33,33,15.11282718257194,0,5719,17.13550704159285,0.8240623378329904,1
357,36,35,33,25.829817158931082,0,5250,18.195681986853682,0.811950125848715,1
358,41,40,38,21.514609527182575,0,5011,20.20193069250334,0.8190056195569468,1
359,45,44,42,22.503960666484566,0,3018,20.701644887034284,0.8684592708972304,1
360,113,109,104,22.019157088122604,0,12,31.65779382592834,0.0017929613325133999,1
361,81,79,78,15.884892086330936,0,43,30.335626676343583,0.0020467593765854633,1
362,32,31,31,18.721305721305722,0,5231,19.71376471957278,0.8588723861429549,1
363,104,102,99,15.379746835443038,0,24,36.54680729609489,0.002384100924713143,1
364,118,117,112,16.74418604651163,0,0,26.930908805209555,0.002124605747163445,1
365,105,105,102,9.415841584158416,0,2,27.707276875289224,0.0042278773717401965,1
366,35,35,35,2.199771254288982,0,4683,20.303480073028318,0.8066126246208559,1
367,94,94,92,10.065830721003135,0,10,26.67166361072665,0.0031151371302395614,1
368,75,76,74,20.548387096774192,0,30,33.65332533244407,0.004092605200318955,1
369,104,104,103,7.430147058823529,0,6,28.56391537534848,0.002327772291936637,1
370,92,83,81,33.242990654205606,0,12,25.914672835011626,0.005474807369848275,1
371,75,72,71,17.898936170212767,0,23,20.715005370203286,0.0043490553623107536,1
372,78,76,75,11.094890510948906,0,10,16.530079850974364,0.006998740531838503,1
373,84,84,82,9.360759493670885,0,11,24.659304066395226,0.004029393968465819,1
374,27,26,26,19.10065052403325,0,5148,17.684446758745075,0.8611399956349485,1
375,97,96,94,10.294117647058824,0,7,24.707297521351027,0.0025907575774798265,1
376,107,108,105,9.050583657587548,0,0,21.760329457674974,0.003163036117883385,1
377,31,29,29,20.519892563370824,0,5514,18.115842589855525,0.8235854121626959,1
378,83,79,76,26.60135135135135,0,12,24.073855917039758,0.007084716525565008,1
379,80,80,78,8.96031746031746,0,0,17.591484231306847,0.008389400910895278,1
380,83,83,82,8.523605150214593,0,23,26.802274435889345,0.004306906241314304,1
381,78,77,75,13.07473309608541,0,42,30.154708041895915,0.0019697082580161103,1
382,116,113,103,34.492537313432834,0,0,18.81831835513485,0.004235778494719068,1
383,102,101,98,13.112244897959183,0,1,22.012134115373794,0.002830571219787156,1
384,31,31,30,5.266655190222069,0,5374,17.508479931628358,0.8414254655428752,1
385,34,34,33,4.554509415262636,0,5560,17.816253514279005,0.8458766982353585,1
386,81,81,79,11.006802721088436,0,50,33.47784998934814,0.0025249942683064426,1
387,88,87,86,6.765342960288809,0,8,19.981690846522575,0.0020598276491804635,1
388,100,101,98,7.198412698412699,0,0,19.366427548698603,0.0018741850255486758,1
389,101,102,98,9.024691358024691,0,4,21.59802436893464,0.0018298343236087741,1
390,85,85,83,7.253012048192771,0,12,23.83162757004939,0.0036325832795684933,1
391,32,32,32,3.1808880308880307,0,4762,18.897840475872915,0.834397240052911,1
392,88,88,87,5.537313432835821,0,11,20.327208569306645,0.0024673926945470823,1
393,92,90,89,8.904411764705882,0,9,23.08930191429081,0.0033468538749842603,1
394,29,28,29,16.561339421613393,0,6119,16.920012619723693,0.849154039994002,1
395,98,98,96,8.00925925925926,0,1,20.438789885706893,0.00295851003377732,1
396,31,31,31,9.979503416097318,0,5583,17.284740958427378,0.8396139414246602,1
397,37,36,35,18.170113874041366,0,3847,18.240121481313093,0.8234539883685036,1
398,39,39,39,8.26890243902439,0,4387,18.337965225949453,0.8272727019298926,1
399,91,93,90,9.488372093023257,0,7,20.962288630269185,0.0028176315036309127,1
400,40,40,40,6.469627279936558,0,5411,21.236000800004263,0.8395192304518813,1
401,38,38,37,9.274890043982406,0,4456,18.039534051105896,0.766341652482242,1
402,31,30,30,11.36955584303579,0,4274,19.78737515039343,0.7731156180003248,1
403,74,74,72,10.0,0,52,33.57469935579344,0.0052873532233841496,1
404,92,91,90,8.583577712609971,0,1,21.972236997295067,0.0017830049252791761,1
405,88,87,85,9.986910994764397,0,32,28.546214916587076,0.0018846867109677662,1
406,89,90,90,7.2831541218638,0,31,30.49237437212389,0.003014415091542837,1
407,32,30,31,15.194289538255632,0,4143,19.338251958664728,0.8203347113656602,1
408,94,94,91,14.301075268817204,0,15,27.58285266946456,0.0028069471073757534,1
409,86,87,85,6.723926380368098,0,39,28.39019083683997,0.0017660353104561057,1
410,37,37,36,8.137510008006405,0,4282,26.101905820492632,0.8469806957478033,1
411,34,33,33,11.839936293051961,0,4716,15.66638856968717,0.8015453584362163,1
412,36,35,33,20.37999053179738,0,5793,18.68154605174223,0.8405591132381579,1
413,31,30,30,16.819254569002734,0,6441,18.186612918431535,0.8313938190894877,1
414,38,38,38,5.783190466234581,0,4293,19.53102590153028,0.809492382076628,1
415,85,84,82,8.718861209964412,0,24,26.39610621037915,0.0033598061701899154,1
416,76,76,74,7.669590643274854,0,73,31.020890485666538,0.0025476174601224842,1
417,27,25,26,17.189967982924227,0,6204,16.495395815097808,0.83867255201196,1
418,28,28,28,5.226885452824234,0,5991,15.807152675141513,0.8391804728509982,1
419,26,25,26,14.855650217006913,0,5849,16.08931040462548,0.8318754042112644,1
420,28,28,29,5.488948425987943,0,5627,15.666307785291075,0.7980810779304657,1
421,30,30,30,9.85560086351643,0,3912,17.238657856023313,0.7929646374111614,1
422,97,96,94,9.418006430868168,4,7,32.082886522469444,0.0030640119567638706,1
423,31,29,29,15.282908808088663,0,4707,17.98716268279284,0.8211530348942214,1
424,27,25,26,15.842569056092188,0,5578,14.932133482040275,0.8470080952905129,1
425,34,33,33,7.771453590192644,0,5319,17.430438728558894,0.8280673181394592,1
426,26,26,26,10.66763948497854,0,5571,15.219688105625872,0.8136886669740453,1
427,35,35,35,3.1704035874439462,0,5465,18.189514600294657,0.849049711927191,1
428,83,83,82,7.377049180327869,0,29,27.748505822529648,0.002066235983353257,1
429,28,28,29,6.663460022078537,0,6010,15.800560612933825,0.8357926426107953,1
430,25,25,25,2.9547868305264755,0,6298,14.658846070015137,0.8312302944699684,1
431,32,33,33,9.880640465793304,0,10179,18.153748513082117,0.5161808287891878,1
432,66,66,65,10.293413173652695,0,52,29.253700295180355,0.004793055090281239,1
433,77,76,73,15.741258741258742,0,56,30.992968335791698,0.002568452446332279,1
434,24,24,24,6.114304812834225,0,5685,15.795072183041075,0.8317493472713391,1
435,87,87,85,6.106007067137809,0,16,26.1765329617644,0.002133396303684558,1
436,74,74,72,8.293388429752065,0,36,23.45155893367525,0.003047391225350017,1
437,42,39,37,34.56831179834781,0,3958,20.221966035344042,0.8381140317305895,1
438,79,79,77,11.755952380952381,0,62,34.0213388211194,0.00258184207616573,1
439,75,72,68,24.487719298245615,0,63,27.951407952464304,0.002772790261135121,1
440,95,95,92,13.035031847133759,0,10,24.564089618030366,0.002436220287062136,1
441,97,96,94,8.695238095238095,0,14,29.44861836672041,0.0017900685562153428,1
442,30,30,30,1.9615950018375596,0,5100,16.848715862095936,0.8265929345896312,1
443,33,33,33,3.4637142395345077,0,5812,16.80479191892712,0.8443102073331444,1
444,28,28,28,13.196580008341444,0,6817,16.163696374306767,0.8290104862605728,1
445,34,34,33,12.397834645669292,0,4694,16.76873033631003,0.8305898552957288,1
446,28,27,27,16.42480106100796,0,7131,15.79473197042977,0.7850809162349696,1
447,27,27,28,11.538669760247487,0,4842,18.72982726664356,0.7970631516624134,1
448,33,33,34,8.430518119197364,0,6275,15.922989737713605,0.8091831949335706,1
449,35,34,33,16.50808080808081,0,3547,19.871258491263955,0.8288989834398022,1
450,32,33,32,3.85487906588824,0,4437,17.391452042575516,0.8449505688092106,1
451,28,29,28,2.550551181102362,0,5907,18.641939467872284,0.8255233865754317,1
452,27,27,27,7.24156004316325,0,6145,16.36535447262502,0.85262836459734,1
453,27,27,27,4.759546539379475,0,6384,15.436254213594962,0.8408092491394477,1
454,88,88,85,12.656370656370656,0,25,32.56668298057357,0.002348963363215518,1
455,77,77,76,7.802816901408451,0,42,26.911347806192907,0.002354459108341395,1
456,91,91,89,9.103806228373703,0,12,24.498269896193776,0.0014739579338152364,1
457,34,33,32,23.626609442060087,0,4296,17.6148751502208,0.8288277253443277,1
458,33,33,33,4.334119496855346,0,5960,17.39526121413991,0.8182672452984108,1
459,28,28,27,6.5536626916524705,0,6028,17.321516213271938,0.837722327366506,1
460,29,30,30,2.6711458948611932,0,6353,16.791522020333392,0.7987755546704162,1
461,30,30,29,7.565208825847123,0,4716,17.31799270251602,0.8366975754297877,1
462,25,25,25,5.231690716035938,0,6980,15.904091684544083,0.8375895022689951,1
463,27,27,27,7.869775162215181,0,6316,15.275864776364097,0.8460063749657489,1
464,28,28,28,4.846507806080526,0,5732,16.849220666030853,0.8385536954237162,1
465,28,28,28,3.9022607283064845,0,6982,16.720756975148632,0.8219989268858289,1
466,93,93,91,7.483660130718954,0,2,25.734233404844705,0.0020876258655784957,1
467,27,27,27,5.886267037959842,0,6504,15.15003714008289,0.8413910978547964,1
468,33,33,33,1.958365578083888,0,6062,16.445214398498095,0.8087475575039587,1
469,78,78,76,7.6838235294117645,0,16,26.669266651654002,0.007167498231602234,1
470,95,95,92,8.521452145214521,0,12,24.771152469411522,0.002119502029906231,1
471,82,83,81,8.06159420289855,0,22,24.646233330273823,0.0018978698001711036,1
472,77,76,73,13.20945945945946,0,25,28.916490015451956,0.004717833437856895,1
473,81,81,79,10.545205479452054,0,56,30.417870373448572,0.003037969946250849,1
474,72,71,69,13.83957219251337,0,43,24.751178468857663,0.0038555430954140485,1
475,71,72,71,7.340909090909091,0,37,34.93880587694032,0.004595191675115798,1
476,29,29,29,2.9686915092734387,0,5457,19.066536653267196,0.8168176819906753,1
477,62,62,62,5.869565217391305,0,37,26.528637734301533,0.004393428059099591,1
478,101,101,98,9.409722222222221,0,0,21.998131189916233,0.002283392389995506,1
479,28,28,28,3.0505926056960906,0,5371,16.147707740137985,0.8478051380799214,1
480,87,87,85,8.700996677740864,0,36,32.67171896756554,0.00366614629898616,1
481,93,93,92,5.196013289036545,0,6,23.933581565043962,0.0031349658596322417,1
482,28,28,27,5.32962962962963,0,6626,16.454141951116906,0.8178926785419721,1
483,30,30,30,2.095656761033937,0,5322,17.34806915182957,0.8314842492593394,1
484,30,30,30,5.834155798378569,0,5350,17.055774277109222,0.8513159427766477,1
485,90,90,89,5.948805460750854,0,29,31.986249433568705,0.0023226570034013795,1
486,78,77,76,12.148387096774194,0,56,34.388071916210485,0.00277400729765617,1
487,79,79,78,7.426666666666667,0,43,29.787189453782908,0.003389476258689841,1
488,34,34,34,2.7316964285714285,0,4135,19.39651217770857,0.8245136748701984,1
489,28,28,28,4.192093704245973,0,6468,16.956342626558833,0.8267825576683161,1
490,28,28,28,3.599176824441982,0,5976,16.68829042739254,0.8478073708711197,1
491,90,91,88,9.784722222222221,0,26,30.9059390939186,0.0028595324129679404,1
492,34,34,33,6.903538898014036,0,6233,17.24216645089597,0.796980715842131,1
493,79,80,78,7.5440613026819925,0,35,27.151253881492067,0.003668585564252395,1
494,29,29,29,3.884957463263728,0,4841,17.534054837373837,0.8198200615170667,1
495,39,39,37,11.334464920788879,0,5265,18.089989787923262,0.8517210401658849,1
496,36,36,35,7.308825910931174,0,5408,18.199261352141274,0.8283553459731204,1
497,97,97,95,7.104838709677419,0,9,30.353788847498812,0.0027754539563021982,1
498,39,39,38,8.736040609137056,0,4380,17.01858952602125,0.8212692715232175,1
499,85,85,83,9.966216216216216,0,17,23.989842741971326,0.002854302278792199,1
500,96,97,95,6.896,0,7,29.038498308280335,0.004556770794434789,1
501,87,87,86,7.301470588235294,0,35,33.07344685863157,0.002233155054157336,1
502,90,90,87,12.344569288389513,0,7,23.388620992153452,0.00283897934696951,1
503,34,34,34,7.421805349182764,0,4944,18.76610407881616,0.8014009187796727,1
504,32,32,32,2.9363747954173487,0,4542,18.715696644846137,0.829461346697034,1
505,33,33,32,3.9987154784842645,0,5845,17.815176206719894,0.8288036063160649,1
506,101,102,101,6.232704402515723,0,1,25.550441218843794,0.0060912631044976575,1
507,97,97,95,7.894273127753304,0,2,24.6272804038933,0.001741483296001537,1
508,38,38,37,10.13899682091134,0,5200,16.585986399511018,0.8354356887774408,1
509,35,35,34,4.1396871008939975,0,5824,17.540115807904535,0.8138650708054816,1
510,83,83,81,6.8441558441558445,0,13,25.20968565789366,0.004409612181386924,1
511,36,36,36,5.160483870967742,0,4405,19.177326423401016,0.8285418204957872,1
512,84,84,82,10.199312714776632,0,32,26.071966335221525,0.003483675777371783,1
513,33,33,33,2.9404862707148904,0,7795,16.569637186548253,0.8211531741578825,1
514,100,101,98,8.380073800738007,0,1,24.5707839566692,0.0037115759695983573,1
515,35,35,34,5.842925495557075,0,6879,14.825596258606575,0.8384001674979235,1
516,31,31,32,17.07843137254902,0,7855,17.740612995131457,0.819785257841338,1
517,36,36,37,7.98468813330331,0,3938,19.976028282914825,0.8598047374008578,1
518,93,94,91,8.880645161290323,0,38,34.38406389820854,0.0028490963261160376,1
519,37,37,36,6.8201238390092875,0,5965,16.49458362612478,0.838391247103736,1
520,35,35,35,4.308931185944363,0,5072,17.912031918777306,0.82867500076738,1
521,33,33,33,2.8828387096774195,0,7294,17.525188196881317,0.7901253511632723,1
522,103,101,98,16.774907749077492,0,1,26.859777330428855,0.0021583844110525377,1
523,42,42,40,9.32379379930288,0,4481,16.220650853811467,0.8347106832698176,1
524,33,33,33,3.9977871655602493,0,4611,18.87459152307644,0.8543708159065052,1
525,97,98,96,7.685358255451713,0,3,26.04252632290015,0.002396892553615626,1
526,101,102,99,8.31740614334471,0,9,30.675680581189248,0.0025744101351419485,1
527,101,102,100,7.479245283018868,0,7,30.890632418830712,0.0036950259980855957,1
528,89,88,86,9.594017094017094,0,9,22.78267614622272,0.002578957346475193,1
529,32,32,32,4.51659496004917,0,6010,18.492206939333503,0.8190746099565441,1
530,88,89,87,9.705521472392638,0,30,31.83859956911561,0.0024229418674286724,1
531,87,88,86,6.5667752442996745,0,28,29.136789792118932,0.0030909288597198315,1
532,98,99,98,5.71304347826087,0,0,20.11593289270143,0.0020767342194675915,1
533,101,102,100,7.091216216216216,0,4,29.604613878458583,0.002919769590110583,1
534,39,39,38,6.632930513595166,0,5246,19.018611091097412,0.8386629258474532,1
535,32,32,32,4.251965869165133,0,5569,18.129885147434262,0.8223392272936182,1
536,30,30,31,8.80372894947875,0,4669,18.12737629210938,0.8488229879398653,1
537,112,115,111,8.650717703349283,0,0,21.33743095057422,0.003297100409555206,1
538,104,104,101,13.169014084507042,0,0,26.47590184106968,0.0023395627550995167,1
539,42,42,40,13.287571583346232,0,5332,17.571576786057804,0.8364921013936557,1
540,112,111,106,16.07716049382716,0,0,30.96796445418401,0.0023310509584205915,1
541,31,31,30,5.063266545233758,0,7648,17.658735693994636,0.8508711995736673,1
542,31,31,31,3.4541429475015812,0,7424,17.354719184544948,0.813340399489343,1
543,32,32,31,4.343049971280873,0,6393,19.115357028115714,0.8284494152746611,1
544,100,100,98,10.25916230366492,0,25,33.767217028683746,0.0027057590271982353,1
545,36,36,35,5.600532454361055,0,7218,18.991967074005483,0.8242742512332588,1
546,93,94,92,9.568773234200744,0,5,22.19028766498284,0.0030559507464335252,1
547,34,34,34,5.783936820146029,0,6222,19.153098690829953,0.8318778803529606,1
548,113,114,111,10.647840531561462,0,0,24.168709788065353,0.0025635950347751915,1
549,106,107,104,11.4,0,0,25.301551119302466,0.0030734167131291176,1
550,105,107,105,8.91958041958042,0,0,24.125790260318407,0.002823336898662411,1
551,33,32,32,13.839291363492565,0,5821,18.972041550701125,0.7613966727006588,1
552,106,108,105,9.881481481481481,0,0,25.554246880072238,0.003041465026404941,1
553,106,107,104,16.939306358381504,0,4,31.446422452290925,0.0025505255468678363,1
554,36,36,36,4.119155568149617,0,6343,19.554883737420205,0.8266191579062884,1
555,38,38,37,4.598834262544349,0,6937,19.02854303446877,0.8215471670998442,1
556,43,43,41,13.453606442577032,0,4852,20.105312351376156,0.8260379185947638,1
557,42,40,37,28.542549238201413,0,6835,17.230621000401044,0.7645620014938269,0
558,49,47,43,29.937530502684236,0,4330,16.855456271450947,0.8400218884907478,0
559,112,105,99,30.535248041775457,0,0,18.503743845261823,0.0018120312412749807,0
560,126,112,104,46.338403041825096,0,0,21.013660156412406,0.0032922375189449256,0
561,115,111,104,24.562248995983936,0,0,15.02879716135095,0.0027416466270041317,0
562,120,106,93,55.3859649122807,0,0,18.907967480031154,0.003925794101495099,0
563,43,42,39,30.357441536317175,0,4718,18.95109582765799,0.8166108163918735,0
564,96,96,91,13.036496350364963,0,11,21.747105805162988,0.0017686759302313717,0
565,48,41,39,49.976943044739656,0,5631,17.62915994940837,0.8319112956161535,0
566,96,94,90,18.711309523809526,0,13,24.699813227132214,0.002054033003253803,0
567,43,42,39,22.193722482601903,0,5704,16.57121556410966,0.8368777750258946,0
568,93,91,86,17.97826086956522,0,3,16.24986508919164,0.0032845006833783124,0
569,141,128,115,47.91891891891892,0,0,19.825935148911718,0.0053367930581450975,0
570,107,105,100,19.57894736842105,0,0,18.550968669884263,0.0026795990089524963,0
571,148,135,120,48.67368421052632,0,0,13.588535986238824,0.0027975507368416894,0
572,96,94,89,19.608695652173914,0,0,17.02512570553145,0.002421122320019578,0
573,42,40,37,31.28294836956522,0,4897,18.28611967386613,0.843503014894188,0
574,88,87,81,22.035175879396984,0,8,22.30836366289393,0.00419460035623905,0
575,82,76,71,38.72121212121212,0,46,22.79395550828111,0.0019150274644131188,0
576,98,98,92,16.598684210526315,0,6,22.847783210371116,0.0018910689327092686,0
577,99,97,92,17.8,0,1,20.813559682732475,0.002520168973114713,0
578,101,99,93,20.052307692307693,0,0,15.862873927216633,0.0010156614368699078,0
579,45,44,40,33.64243736467677,0,4781,17.93530003551688,0.8349249618969918,0
580,38,37,35,21.850395024373846,0,5115,18.07361068117307,0.8196624999967534,0
581,90,89,85,15.310344827586206,0,1,17.016879229543427,0.001983665520820733,0
582,88,83,76,37.785714285714285,0,2,16.485614176403697,0.0015286418523683559,0
583,94,92,87,18.523364485981308,0,7,18.965906578096206,0.0018102376865827064,0
584,90,89,82,28.492462311557787,0,12,28.121849391023073,0.002038639060120493,0
585,112,111,105,16.41176470588235,0,0,19.15953414627877,0.0042070562852689584,0
586,121,117,108,28.497584541062803,0,0,20.500781942601986,0.003761983827462465,0
587,31,30,29,24.6553416746872,0,9478,17.065529891522374,0.8292858202124446,0
588,37,36,35,22.43231939163498,0,6839,18.220081015941588,0.8021942305282197,0
589,42,41,38,27.026904635055942,0,6237,15.790147307578563,0.8113123321982625,0
590,107,108,102,15.246478873239436,0,0,19.694760837429907,0.005536851526914749,0
591,121,120,112,19.857142857142858,0,0,17.99068661767095,0.005369404496420156,0
592,36,35,33,20.97971557711388,0,8374,15.916626800390183,0.8364533631881997,0
593,91,89,82,23.89344262295082,0,16,28.23073625020612,0.0019816081701083984,0
594,47,46,43,27.30425091545932,0,4262,17.384252968000258,0.7765886488048137,0
595,83,81,77,25.086142322097377,0,40,29.512485021644427,0.0022255907244357375,0
596,87,86,83,13.645390070921986,0,12,20.18166949766775,0.0024546359891233806,0
597,94,93,89,14.677142857142858,0,24,27.08053959007826,0.0026924731847235185,0
598,105,106,101,11.902985074626866,0,6,26.19435301922515,0.006878765554913828,0
599,45,42,39,34.55720164609053,0,4719,18.985544592132154,0.8141663644279878,0
600,116,113,106,21.60810810810811,0,0,20.618560707618798,0.004453623953140518,0
601,93,90,85,23.70940170940171,0,27,26.184346527732757,0.0021562612188231432,0
602,33,30,29,37.128136617100374,0,7369,24.835901576444254,0.7990801969807612,0
603,98,98,93,12.872781065088757,0,0,21.979647564077773,0.002017808772058194,0
604,110,108,101,22.921985815602838,0,0,21.170165543979554,0.001514386035097613,0
605,84,82,79,16.503846153846155,0,12,21.186986627806792,0.002857274736879957,0
606,105,102,96,22.617021276595743,0,0,16.12159207708858,0.00367364420037842,0
607,107,103,96,27.637404580152673,0,9,20.57299635470116,0.003985426322760177,0
608,102,102,98,11.246200607902736,0,0,18.674710197307697,0.0024888522534734464,0
609,84,85,80,15.829787234042554,0,18,24.165644702430566,0.0033147677970590908,0
610,35,34,32,26.125312109862673,0,5780,16.714394024517155,0.8221259225790303,0
611,92,90,86,18.49662162162162,0,23,24.669265683750226,0.003050758714884023,0
612,98,96,92,15.923312883435583,0,2,21.111652483902734,0.0016437797608844882,0
613,33,31,30,25.921961674230964,0,7151,16.980185050328334,0.8286614250482898,0
614,75,72,69,22.66765578635015,0,61,24.528915406255308,0.0017950657820979016,0
615,78,76,73,22.06188118811881,0,60,28.185886371028623,0.0021031929185310774,0
616,96,95,91,13.379939209726444,0,7,24.97501786680398,0.002360209550088042,0
617,33,30,29,32.36764321213707,0,7191,14.303675864604758,0.7922573486292723,0
618,84,82,79,17.83274021352313,0,30,28.03801512535351,0.0028597932491362305,0
619,51,50,46,23.22344827586207,0,3600,17.60386472454814,0.8197458487274032,0
620,43,42,39,25.119544592030362,0,3956,28.19406365614005,0.7994840012253613,0
621,74,73,69,18.325842696629213,0,41,28.47283238576149,0.003597268825642481,0
622,37,33,31,45.247208199479886,0,5926,17.09862942854981,0.8325881012257402,0
623,41,39,37,25.67337070007693,0,7792,15.727571665950357,0.792216658902899,0
624,38,37,35,17.197997461571006,0,6181,17.296494522169443,0.8322386047272371,0
625,94,93,89,12.425,0,1,18.48916912681584,0.003935899889758276,0
626,100,93,87,37.041800643086816,0,16,21.23815023593908,0.002713717850569858,0
627,87,85,81,15.736263736263735,0,16,20.62181404566387,0.001875968009392799,0
628,119,111,100,43.27272727272727,0,5,26.361295444660172,0.002279234091229621,0
629,95,95,90,16.455384615384617,0,0,17.973570603435657,0.0022105968042657126,0
630,33,32,31,22.613892845403747,0,8146,18.159484179634177,0.7729219494716527,0
631,89,88,84,16.839464882943144,0,27,29.163563558779746,0.0030578471133777957,0
632,85,78,73,41.25190839694657,0,31,27.20263897843696,0.001861984814632949,0
633,91,89,85,17.75873015873016,0,14,25.442249853372065,0.00320621741099759,0
634,45,44,40,25.0762278978389,0,3564,20.050800298685157,0.8531025225241587,0
635,39,38,35,29.99819612987865,0,5228,17.86480949449681,0.849518025229872,0
636,33,31,29,32.11799951088285,0,7436,17.018594106099098,0.8041211181528178,0
637,93,89,84,24.80821917808219,0,14,21.865898235141728,0.0024830765419791723,0
638,96,94,90,15.495081967213114,0,2,21.48253316975006,0.002261731891754589,0
639,37,37,35,14.511695501730104,0,6306,17.13291139267109,0.841771682640768,0
640,133,128,118,28.487603305785125,0,0,29.19484157644739,0.008521926121776126,0
641,40,36,34,41.66430412371134,0,6766,15.752027980293496,0.8047507187948318,0
642,87,86,82,18.265193370165747,0,18,24.89523361031819,0.004260508714380278,0
643,43,43,40,23.732872089098887,0,4604,17.311581219660923,0.8109348617990737,0
644,94,92,88,19.904,0,4,24.258852075067363,0.008577313599915044,0
645,101,98,94,17.083989501312335,0,0,19.83937017596566,0.00148587572184005,0
646,139,133,125,25.10810810810811,0,0,29.340955137915362,0.0036846529612426463,0
647,100,99,95,13.86046511627907,0,1,22.331629001940474,0.0022934423843725873,0
648,106,106,100,16.40106951871658,0,2,24.724292860250753,0.002355354388533341,0
649,103,103,99,13.175757575757576,0,0,20.34597899686028,0.002492849594453255,0
650,36,35,33,27.226430042782443,0,5649,16.821860428484737,0.8428873491273364,0
651,34,32,30,28.088185755534166,0,7658,16.71329972340881,0.830856049306315,0
652,44,43,40,29.049214659685862,0,4375,17.481861759842147,0.8005991122530732,0
653,41,40,38,17.47952151865817,0,6557,15.930045957026541,0.8353900458274092,0
654,104,98,92,28.8843537414966,0,0,16.399491170691743,0.002964212351313558,0
655,76,73,70,23.894941634241246,0,43,28.061624479518276,0.001907335871003137,0
656,92,93,88,16.472972972972972,0,6,26.733680842348846,0.004115548957870548,0
657,38,37,34,25.96557723375171,0,7078,15.400501734049827,0.8315654882584808,0
658,87,86,81,20.333333333333332,0,9,20.75183800008916,0.002125682231023006,0
659,81,80,76,19.90759075907591,0,50,32.55218990293963,0.002335847481038391,0
660,32,31,30,21.494463017133306,0,8432,17.49915143811077,0.8036232646669993,0
661,93,75,56,107.8918083462133,0,423,21.806112919987314,0.7362160668566499,0
662,115,114,107,18.833333333333332,0,1,24.6470923748731,0.003264196239643381,0
663,99,94,90,24.62258953168044,0,27,30.9567106646432,0.002016247429242936,0
664,33,32,30,20.613811838718902,0,6511,15.585625785129945,0.8424396089649248,0
665,101,101,97,12.676737160120846,0,2,21.178994603929063,0.002836236807459142,0
666,45,45,42,22.32631050915475,0,5763,19.28152613889813,0.8081294306167103,0
667,42,39,37,33.73751306165099,0,4015,21.45279955504228,0.781690758613851,0
668,41,40,38,21.163286176921766,0,5078,18.023544951418906,0.8255689355634912,0
669,89,87,82,22.926174496644297,0,19,24.968813483477103,0.003232078533909616,0
670,44,44,41,20.527034213791882,0,4303,18.43441413009966,0.831461605751419,0
671,96,94,89,20.32857142857143,0,1,21.89432896474168,0.0020325147255243203,0
672,46,45,42,25.030259623992837,0,3714,17.56485727107426,0.7978821350735831,0
673,43,41,38,30.784839650145774,0,5382,17.219872049585877,0.7894601264451453,0
674,91,91,88,12.39929328621908,0,22,28.67225646250483,0.003180964220677652,0
675,38,37,34,26.42019099590723,0,6378,17.202099389948295,0.8063531384729445,0
676,109,105,100,21.731382978723403,0,0,20.74373633965463,0.0018705576558243594,0
677,105,106,102,11.516891891891891,0,0,22.569094613734745,0.002918761309843443,0
678,102,102,98,13.02555910543131,0,0,19.45119712520672,0.0017518428415262469,0
679,42,41,39,18.147309471633797,0,6305,17.646974827273485,0.8092330683022558,0
680,37,36,34,22.280787508486082,0,6351,17.960569697061285,0.8156280096661316,0
681,49,46,41,39.233395936486254,0,4097,18.04167760054494,0.8368551466635633,0
682,102,102,98,13.198813056379821,0,4,26.26329753478605,0.0018917313000131831,0
683,40,40,38,20.74816961561928,0,5596,16.51518560511598,0.8092073080132506,0
684,39,37,35,28.948579508934312,0,6863,17.66527949526768,0.7954269874017958,0
685,44,43,40,27.854658171172723,0,4339,18.34163074756175,0.8264486414931584,0
686,84,75,64,57.166666666666664,0,15,18.660852889285515,0.0023265365466604644,0
687,89,87,84,14.607361963190185,0,3,17.18064614558343,0.0041181484491955266,0
688,96,96,91,14.897058823529411,0,14,28.131230139984524,0.002427902080136952,0
689,126,119,111,27.23661971830986,0,2,28.73055862680246,0.0025292948397010466,0
690,113,107,98,37.59154929577465,0,2,28.71196003372771,0.0022909294109371143,0
691,42,41,38,20.482497634815516,0,4844,16.780606113394658,0.8247164203503248,0
692,92,93,88,14.83445945945946,0,21,27.554964494588408,0.0025187158697554256,0
693,110,106,102,18.106060606060606,0,0,17.153919029409696,0.005351674265539015,0
694,42,41,39,17.946456920190503,0,5336,18.118334190579095,0.820458079105252,0
695,43,42,39,28.173477564102566,0,5844,18.708560844143,0.8275117027988078,0
696,46,46,42,21.522218433912943,0,5956,19.061383306993182,0.8228043872392509,0
697,41,41,38,19.604166666666668,0,5096,18.293001602689664,0.808795331651824,0
