ID,R,G,B,Saturação,Claros,Escuros,Textura,Circularidade,ehBom
71,36,35,32,26.934439564014966,0,5314,18.28483097106879,0.8045812616194092,0
72,104,104,99,15.076628352490422,0,5,24.070365206477582,0.004226231336077081,0
73,83,82,79,15.299363057324841,0,42,31.30083758895491,0.0019058587709597488,0
74,86,84,80,19.539877300613497,0,13,24.24771324736982,0.004547066763483021,0
75,98,83,71,70.416,0,4,20.382963866915922,0.0004233567174545872,0
76,111,107,101,22.323353293413174,0,0,25.475272207883485,0.004759614120032461,0
77,102,100,94,20.532374100719423,0,1,19.641069436575766,0.002261379268416719,0
78,121,118,113,17.5,0,4,35.084646103665925,0.007668691370064075,0
79,107,103,97,20.427109974424553,0,4,29.09373998195236,0.0024002111583515165,0
80,42,41,38,27.9018540910923,0,3955,18.846249834831546,0.8391099225818118,0
81,92,90,86,19.723032069970845,0,13,22.831008218945374,0.0021799255140450865,0
82,120,114,106,26.80827067669173,0,1,33.446131181265244,0.0022290233169522337,0
83,43,42,38,36.69011373578303,0,4339,19.292667262893854,0.8380876201148192,0
84,95,93,88,19.48148148148148,0,2,19.743293741074858,0.0015117438329572287,0
85,105,105,100,14.901041666666666,0,1,28.416771673193082,0.004373370402041861,0
86,36,35,33,19.65276642136822,0,6735,16.868411506517333,0.8310970484095949,0
87,117,112,107,23.863013698630137,0,1,29.48362754968356,0.003353934051604612,0
88,40,39,36,26.6590084643289,0,4785,16.24310339740889,0.8110550165365623,0
89,31,31,30,13.866382478318389,0,6270,17.565130922743084,0.8206383059664343,0
90,94,93,89,18.708588957055216,0,13,29.03422311056142,0.0032456488376304505,0
91,154,140,124,51.77127659574468,1,0,24.035719114380687,0.002614125634124058,0
92,36,36,35,15.452255054432348,0,5438,19.406597849494553,0.7898753598102976,0
93,90,89,85,15.934604904632153,0,5,23.828592592615976,0.0017399303373852341,0
94,37,33,31,50.38925,0,3448,22.56829168878318,0.8412022731350178,0
95,107,106,101,15.512121212121212,0,0,22.817589432529424,0.001566269654048104,0
96,39,38,36,20.326836363636364,0,5997,17.88624539717416,0.8271141457437982,0
97,39,35,33,43.826849733028226,0,3526,20.76156701372339,0.8210916408566284,0
98,43,39,35,47.60567675346,0,7439,16.095717812154263,0.819083843387767,0
99,47,39,36,63.34225165562914,0,3166,19.626395843740227,0.7842994810254065,0
100,135,129,120,27.52413793103448,0,0,28.398070641704248,0.008699841550103653,0
101,43,43,40,23.21346077260056,0,5425,17.011040331877243,0.8196702880438785,0
102,80,79,75,21.79930795847751,0,29,24.59124781777619,0.0035041233773502023,0
103,38,38,35,25.00952078705173,0,5526,16.98694105924374,0.7898111355803634,0
104,37,36,34,23.520261766926755,0,6909,17.84052879487479,0.8377341204966336,0
105,32,32,30,22.665096719932716,0,5589,16.945871112001562,0.8556117537501376,0
106,101,98,94,18.118081180811807,0,6,24.904600046940043,0.0023247225304661133,0
107,95,93,89,20.77211796246649,0,32,32.54855259105763,0.0025925501959974773,0
108,42,40,36,34.43069793568319,0,5627,16.863276124740946,0.8213048765632814,0
109,99,97,93,18.43227665706052,0,1,27.757316802338988,0.00259054966368518,0
110,39,38,36,22.114824619457313,0,4958,18.282227303005467,0.8148616626247557,0
111,40,39,36,27.99613720642769,0,5516,16.97303297248134,0.8290145707694792,0
112,91,89,85,22.662049861495845,0,25,27.935315589888774,0.001466894986228046,0
113,38,36,34,34.96550064184852,0,5057,21.37773733513163,0.7990615840697882,0
114,36,35,33,20.538186867684985,0,4454,18.27826939933483,0.8411731207688814,0
115,42,41,37,33.78638855054811,0,5120,18.11203154703785,0.8072035243104185,0
116,45,44,40,28.59846518451642,0,6775,18.978265011256877,0.8025942007875363,0
117,35,34,31,34.16542816702052,0,5034,19.141518648219442,0.810988135887826,0
118,35,33,32,23.843873206118907,0,5538,17.870659754088162,0.7997373205231281,0
119,32,31,29,26.0,0,5847,20.799849639554893,0.8070905943383168,0
120,49,47,42,40.28528661714159,0,5671,17.414894114580676,0.8107543555097874,0
121,106,97,90,36.514925373134325,0,3,33.7029904945839,0.002135109382655534,0
122,121,114,107,28.769716088328074,0,1,31.387540538275776,0.0017500319134362802,0
123,104,101,95,24.10544217687075,0,3,27.40570309914118,0.0018688949340344549,0
124,99,96,92,18.486692015209126,0,2,23.582816386104493,0.002373468524822411,0
125,103,98,90,34.70281124497992,0,10,26.88566087462145,0.0030710957743998605,0
126,95,93,89,19.78272980501393,0,11,24.47348212235648,0.0018088840163422366,0
127,115,108,103,28.66765578635015,0,1,24.312917988987238,0.0021024979750516623,0
128,93,91,87,17.25752508361204,0,4,22.27668742348668,0.002501836595272337,0
129,34,33,31,27.9595690747782,0,7043,18.56930265978343,0.8088035903311065,0
130,36,35,33,24.83386624034106,0,6656,20.458428134663134,0.8058409677711271,0
131,49,46,42,41.64236723495983,0,3375,18.090459649479985,0.8244389359256303,0
132,91,91,87,12.900621118012422,0,5,23.854510115873907,0.0030243984834006058,0
133,36,36,34,22.408730158730158,0,5322,18.83267145539807,0.780020200356171,0
134,44,43,40,30.9992784992785,0,4405,19.1002165127651,0.8365077585310664,0
135,154,142,127,46.64102564102564,0,0,27.537829339064277,0.003248768597622607,0
136,96,95,90,18.89605734767025,0,3,22.4273982860786,0.002144290284069534,0
137,95,95,91,13.857605177993527,0,12,26.32888744504605,0.0027773672203035052,0
138,36,36,34,17.589674952198852,0,4710,19.68644503572684,0.8367504790250693,0
139,94,92,89,16.075,0,1,24.18191775861408,0.0016324568255531116,0
140,41,40,37,26.01329282187619,0,4255,18.76292171193404,0.7904842867614557,0
141,119,111,104,31.677419354838708,0,0,28.4136020971804,0.0038907314951326126,0
142,33,33,31,13.238095238095237,0,5354,19.000976094091875,0.8077957687340835,0
143,102,101,95,19.86798679867987,0,3,26.994524108035694,0.0016142343096285196,0
144,42,40,38,28.48405892700088,3,6663,22.117968980142123,0.7518611053561345,0
145,98,95,91,19.101973684210527,0,4,25.646567801762245,0.002758459261458716,0
146,43,42,38,29.468070051300195,0,4476,18.678162385892993,0.8271970453550478,0
147,95,92,87,28.461748633879782,0,23,30.821810979730444,0.0024326341592054695,0
148,36,35,32,27.723054615756404,0,7422,16.87659275937386,0.7975682136514781,0
149,39,38,37,16.956063014886546,0,5983,17.571219457612337,0.8436547259921274,0
150,96,97,92,14.859237536656892,0,21,30.685753189119378,0.002474834235608279,0
